Origin Country,Named Delivery Place [NDP],Incoterm,Commodity,Specific Commodity,GMO,Packaging Type,Price      ($/mt),Last Updated,Capacity (mt),Lead Time (days),Source
SYRIA,TARTOUS (SYRIA),DAP,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,700,42587,100000,60,PO
SYRIA,TARTOUS (SYRIA),DAP,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,835,42587,100000,60,PO
TURKEY,AMBARLI (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,250,42530,100000,60,PO
TURKEY,ISKENDERUN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,357,42552,100000,60,PO
TURKEY,IZMIR (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1006,42461,100000,60,PO
TURKEY,IZMIR (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1006,42478,100000,60,PO
TURKEY,IZMIR (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1044,42513,100000,60,PO
TURKEY,IZMIR (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1006,42514,100000,60,PO
TURKEY,IZMIR (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1077,42530,100000,60,PO
TURKEY,IZMIR (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1023,42601,100000,60,PO
TURKEY,IZMIR (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1023,42619,100000,60,PO
TURKEY,IZMIR (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1023,42628,100000,60,PO
TURKEY,MARTAS (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,275.49,42580,100000,60,PO
TURKEY,MARTAS (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,277,42580,100000,60,PO
TURKEY,MARTAS (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,275.49,42590,100000,60,PO
TURKEY,MARTAS (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,260,42608,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,386.45,42384,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,375.74,42398,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,391.99,42419,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,383.96,42432,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,375,42468,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,437.84,42545,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,437.84,42549,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,437.84,42614,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,437.84,42625,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,437.84,42626,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,437.84,42633,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,437.84,42682,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,354,42375,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,432.22,42384,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,354,42394,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,420.24,42398,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,333,42398,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,382.06,42419,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,296,42431,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,374.24,42432,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,365,42468,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,296,42472,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,296,42507,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,349.44,42545,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,349.44,42549,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,345,42580,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,309,42607,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,337,42611,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,349.44,42614,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,309,42618,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,349.44,42626,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,349.44,42633,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,349.44,42682,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CANNED FISH,CANNED FISH,Non GMO,Bag,3825,42587,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CANNED FISH,CANNED FISH,Non GMO,Bag,3825,42601,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,798,42412,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,833.59,42419,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,816.51,42432,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,833,42433,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,985,42468,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,880,42474,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,939,42474,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,880,42503,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,845,42507,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1219.92,42545,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1219.92,42549,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1219.92,42614,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1219.92,42625,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1219.92,42626,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1219.92,42633,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1219.92,42682,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,203.4,42384,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,197.76,42398,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,198.47,42419,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,194.41,42432,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,230,42468,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,150.8,42545,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,150.8,42549,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,150.8,42614,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,150.8,42625,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,150.8,42626,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,150.8,42633,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,150.8,42682,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,OLIVE OIL,OLIVE OIL,Non GMO,Bag,3990,42587,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,OLIVE OIL,OLIVE OIL,Non GMO,Bag,3990,42601,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SPLIT RED LENTILS,SPLIT RED LENTILS,Non GMO,Bag,1205.13,42384,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SPLIT RED LENTILS,SPLIT RED LENTILS,Non GMO,Bag,1171.73,42398,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1169.53,42384,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1137.12,42398,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1103.51,42419,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1080.91,42432,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1090,42468,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1069,42530,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1149.2,42545,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1149.2,42549,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1019,42601,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1149.2,42614,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1019,42619,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1149.2,42625,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1149.2,42626,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1019,42628,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1149.2,42633,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1149.2,42682,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,294.93,42384,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,286.75,42398,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,277.86,42419,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,272.17,42432,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,273,42468,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,258.89,42474,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,264,42517,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,285,42517,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,292.4,42545,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,292.4,42549,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,292.4,42614,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,292.4,42625,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,292.4,42626,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,292.4,42633,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,292.4,42682,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,722.06,42384,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,702.05,42398,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,714.51,42419,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,699.87,42432,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,705,42468,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1334.42,42545,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1334.42,42549,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1187,42580,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1334.42,42614,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1334.42,42625,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1334.42,42626,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1334.42,42633,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1334.42,42682,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,589.85,42384,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,573.5,42398,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,560.69,42419,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,549.2,42432,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,570,42468,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,668.72,42545,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,668.72,42549,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,668.72,42614,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,668.72,42625,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,668.72,42626,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,668.72,42633,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,668.72,42682,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1042.41,42384,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1013.52,42398,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,918,42412,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,972.52,42419,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1093,42426,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,952.6,42432,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,948,42461,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,985,42468,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,917,42474,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,948,42508,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,948,42524,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,887.12,42545,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,887.12,42549,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,887.12,42614,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,887.12,42625,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,887.12,42626,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,887.12,42633,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,887.12,42682,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,YEAST,YEAST,Non GMO,Bag,2480,42528,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,YEAST,YEAST,Non GMO,Bag,2470,42528,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,YEAST,YEAST,Non GMO,Bag,2480,42569,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,YEAST,YEAST,Non GMO,Bag,2580,42716,100000,60,PO
TURKEY,TEKIRDAG (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,275,42398,100000,60,PO
TURKEY,TEKIRDAG (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,295,42426,100000,60,PO
TURKEY,TEKIRDAG (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,245,42524,100000,60,PO
TURKEY,TEKIRDAG (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,240,42552,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,414,42738,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,591,42712,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,588,42744,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,639.9,42759,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,513,42712,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,514,42744,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,525.2,42759,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1694,42744,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,330,42712,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,180,42744,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,175,42759,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,LENTILS,LENTILS,Non GMO,Bag,1004,42759,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SPLIT RED LENTILS,SPLIT RED LENTILS,Non GMO,Bag,1361.67,42712,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SPLIT RED LENTILS,SPLIT RED LENTILS,Non GMO,Bag,1270,42744,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SPLIT RED LENTILS,SPLIT RED LENTILS,Non GMO,Bag,1302.14,42759,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1362.64,42712,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1294.87,42744,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1476.56,42759,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,325,42716,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,302,42739,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1410,42712,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1580,42712,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1372,42744,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,688,42712,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,706,42744,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,781.2,42759,100000,60,PO
MOROCCO,CASABLANCA (MOROCCO),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,615.8,42670,100000,60,PO
NETHERLANDS,ROTTERDAM (NETHERLANDS),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,616.8,42670,100000,60,PO
RUSSIA,LATTAKIA (SYRIA),CFR,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,758,42755,100000,60,PO
SYRIA,HOMS (SYRIA),DAP,DATE BARS,DATE BARS,Non GMO,Bag,1805,42699,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,DATE BARS,DATE BARS,Non GMO,Bag,1790,42699,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,DATE BARS,DATE BARS,Non GMO,Bag,1797,42699,100000,60,PO
SYRIA,LATTAKIA (SYRIA),DAP,DATE BARS,DATE BARS,Non GMO,Bag,1815,42699,100000,60,PO
SYRIA,TARTOUS (SYRIA),DAP,DATE BARS,DATE BARS,Non GMO,Bag,1815,42699,100000,60,PO
TURKEY,CILVEGOZU (TURKEY),DAP,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,325,42702,100000,60,PO
TURKEY,CILVEGOZU (TURKEY),DAP,YEAST,YEAST,Non GMO,Bag,2597,42701,100000,60,PO
TURKEY,IZMIR (TURKEY),FOB,PALMOLIEN OIL,PALMOLIEN OIL,Non GMO,Bag,1034,42755,100000,60,PO
TURKEY,MARTAS (TURKEY),FOB,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,258.5,42678,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,460,42678,100000,60,PO
TURKEY,MERSIN (TURKEY),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,437.84,42682,100000,60,PO
TURKEY,MERSIN (TURKEY),FOB,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,309,42678,100000,60,PO
